"id";"text";"TAR";"predicted_label";"tokens";"pos_tags"
"1064933323545090";"wer bezahlen eigentlich der Polizeieinsatz .. der dummen -- der Steuerzahler -- also der einheimisch noch Frage.";"public";"";"";""
"1069077913130631";"Hallo -- wir sein Deutschland . schon der Slogan -- wir sein Deutschland . typisch für der linker Pest -- welcher hier nur mit der Duden unterwegs sein -- weil anderer Argument fehlen . Hr seit höchstens der neu Pest für Deutschland . Ehmt der ganz geisteskranken -- fixend und pädophil Arschgeig mit und wandern aus . Hr seit nie Deutschland sein .";"group";"";"";""
"1069093859795703";"-- von mir ganz bestimmt nicht an 13. März .";"public";"";"";""
"1069139963124426";". komisch Nterview Hallo BadenWürttemberger. was haben euch dazu bewogen -- dieser Spastiker zu wählen ..";"group";"";"";""
"1065867140118375";"der Wahrheit über Bautze sehen natürlich ganz aus.";"public";"";"";""
"1065805110124578";"Volksabstimmung und gelebt Demokratie brauchen der and .";"public";"";"";""
"1065844990120590";"vielleicht brauchen der Bundeszentrale für politisch Bildung etwas mehr Bildung .";"public";"";"";""
"1069166706455085";"Republique de Waimar Cest le Reve mes Ami. allemands. . Germany -- kaput.2 Million africans und arabs.danke schon. Frau Merkel .";"public";"";"";""
"1064375713600851";"Stanislaw Markus Sachse Horden .";"individual";"";"";""
"1065821830122906";"der jetzig Rentner haben auch noch üppig Rente . der sein aber Geschichte . der künftig haben für Wohltat kein Zeit -- weil ihr Rente zu eben kaum mehr reichen werden .";"public";"";"";""
"1069074516464304";"ein Mahnmal völlig Unfähigkeit der Typ .";"public";"";"";""
"1066109313427491";"der Bundeszentrale meinen Sachsen brauchen mehr linksfaschistoid Volksverblödung.";"public";"";"";""
"1065811440123945";"ob und wann klatschen werden -- dürfen in ein frei and -- jeder einzelner für sich entscheiden . st wie bei Merkel Rücktritt . 2 werden weinen -- 80 Million deutsch werden jubeln .";"public";"";"";""
"1065809156790840";"der Politik für der Anus sein -- zeigen uns der derzeitig age ganz deutlich . Machtkampf der Partei untereinander -- aber weder Ampf noch Einsatz für der Volk nein nur ein Ausverkauf . aber Hauptsache der Gehalt und Diät stimmen und kommen regelmäßig . wie all der sozialschwach -- krank Mensch tagtäglich kämpfen müssen -- sein dieser Marionett doch egal . für vieler Politiker sein es gut -- vor der sprechen der Hirn einschalten . der Hetze kommen aus der Reise -- weil sie Angst um ihr Posten haben . vernüftige -- nachhaltig Politik haben doch kein Partei mehr drauf .";"public";"";"";""
"1069085336463222";"zu Feierabend Satire . östlich.";"public";"";"";""
"1069075413130881";"wahrscheinlich haben er auch gerade ne Dosis Crystal Meth intus .";"public";"";"";""
"1065849790120110";"Daniel Mainz. mein Pa haben 65 Jahr SPD wählen und sein jetzt AfD sympathisant und Wähler .";"individual";"";"";""
"1069076883130734";"Hilflos in BaWü .";"public";"";"";""
"1064445596927196";"du sprechen mir aus der Seele.";"individual";"";"";""
"1069103966461359";"da hauts mir der Vogel naus.";"public";"";"";""
"1064358696935886";"Ch lieb Dresden.";"public";"";"";""
"1065444413493981";"René Schielke Mmh Schade. wieder so ein -- wo nur Beleidigung und heiß uft kommen . Denken -- ich hören jetzt mal ein paar Fakt . aber soweit reichts dann wohl doch nicht.";"individual";"";"";""
"1065792403459182";"euch anderer. auf der Straße Sachsen brauchen kein ndoktrination -- Deutschland brauchen der direkt Demokratie -- der Beteiligung der Bürger durch Volksabstimmung -- ihr Staatsbürgerkundeunterricht 2.0 -- brauchen niemand Genosse Tillich . als Reaktion auf Clausnitz und Bautzen haben Sachsen Ministerpräsident Tillich an Freitag in Bundesrat erklären -- man wollen verstärkt gegen der Rechtsextremismus vorgehen und dabei auch der politisch Bildung nennen .";"public";"";"";""
"1069123816459374";"von welcher Verfassung reden der . sein bestimmen viel mit Beck unterwegs .";"public";"";"";""
"1064391633599259";"es geben zu Glück doch immer noch Bürger -- der sich nicht alle gefallen lassen und sich wehren . eider geben es in Hessen davon zu weniger .";"public";"";"";""
"1065832836788472";"richtig Juliane Ende .";"individual";"";"";""
"1065920740113015";"ich sollen sich demnach von anderer sagen lassen -- was gut und richtig für mich sein . Tut mir echt leid -- aber gerade dazu hab ich zu gern mein eigen Meinung .";"public";"";"";""
"1065828213455601";"Staatsbürgerkunde -- der sein mir als Erster bei dieser Schlagzeile einfallen .";"public";"";"";""
"1065863106785445";"schon mal lesen der Sachsen in der Schulbildung auf einer der erster Plaetz in Deutschland liegen -- ich glauben der Ganz rest Deutschland ne gut Schulbildung brauchen.";"public";"";"";""
"1065918040113285";"Aja -- Tillich kennen sich ja noch aus mit politisch Bildung . der dürfen ja sicherlich monatlich zu Politschulung in sein SEDGO antanzen .";"public";"";"";""
"1064394670265622";"Mormal Mensch stehen auch zusammen -- wie Fußballclub -- in Gosse stehen dann alle zusammen . so sollen es auch bleiben . deshalb haben auch jeder Volk sein Revier -- wie in der Tierwelt . sollen ein groß Aturkatastrophe ein Volk bedrohen -- sein der anderer Volk natürlich da . wenn aber durch Glaubenskriege selbst herbeigerufen Veränderung eintreten -- dann sollen es bitte nicht der anderer Volk ausbaden . wir deutsche mussen auch der ständig Problem der früh und jetzig Herrscher selbst lösen und ständig verbessern auch alle neu aufbauen binnen kurz Zeit trotz Winter und Gebetszeit .";"public";"";"";""
"1069085549796534";"Issy Weinhold -- solcher Eute werden wählen von viele in BW -- dieser Pädophil . Partei sein mit 30 einer der Stärkste -- einfach nicht nachvollziehbar -- unverständlich.";"individual";"";"";""
"1065985990106490";"der Täter stehen schon vor Brand fest .";"public";"";"";""
"1065833653455057";"seit der Zusammenbruch der Ostblock zeigen der Apitalismus sein hässlich Fratze . der können er vor 89 nicht in der Maß -- um sein eigen Bevölkerung nicht in der Arm der Sozialismus zu treiben .";"public";"";"";""
"1069087479796341";"mein lieb Scholli . solcher Politiker sein einfach nur ekelhaft .";"public";"";"";""
"1069177133120709";"Hallo . hr jung deutsche . Schaut genau hin -- hören genau zu -- auch er der grün Retschmann von der alt indoktrinierter sogenannter VolksparteiRiege -- egal von welcher Partei dieser Typ alle sein -- verspielen aus eigen Machtgeilheit euer Zukunft -- euer eigen Geld in der Zukunft -- und der Geld Eurer ind spät . dafür sollten auch hr -- lieb jung deutsche -- dieser Politiker an 13.03.2016 -- bei der Andtagswahle der Arsch versohlen -- durch AFD wählen und dieser Typ somit in der ihnen zugehörend Schranke verweisen . also gehen unbedingt wählen -- der Merkel muss weg .";"group";"";"";""
"1069180406453715";"der Frage Steller -- ja wohl voll der null.schlimmer als der opa .";"public";"";"";""
"1065813063457116";"wir sein nicht hungrig -- wir brauchen kein Geld. na denn kriegen ihr doch keins . und ab zurück . sicher wart ihr auch in Griechenland schon .";"group";"";"";""
"1069107183127704";"wenn ich dieser Retschmann schon sehen . einfach widerlich und ein Schande für unser and .";"public";"";"";""
"1069074896464266";"Fachkraft aus BadenWürttemberg .";"public";"";"";""
"1064361593602263";"Conny Gleu -- haben schon Recht . Wollte nur mal ein wenig auf der Putz hauen . wenn Dresden etwas zentral oder direkt in der Mitte liegen werden -- sein montags sicherlich aller Stamm zahlreich vertreten .";"individual";"";"";""
"1069102383128184";"welcher Verfassung . wir sein doch besetzen . oder was stellen dann ein Grundgesetz dar .";"public";"";"";""
"1064421040262985";"Alan evy ch haben ein Türkisch gut bekannte -- der haben sein Frau vor Jahr holen und nun 2 Inder . Ch freuen mich für ihn . aber er haben selbst Problem -- weil er urde sein . für mich kein Problem -- aber für der Türke . entschuldige -- ich haben einfach kein vertrauen zu der Volk . mein Rat an dich -- Suche. dir echt deutsch Freund -- links wie Recht und Unparteische dann bilden dir Deine Meinung . etztendlich finden der sich von selber -- wenn Du ein gut Mensch sein -- kommen der von allein -- egal aus welcher Richtung . es kommen auf dich an .";"individual";"";"";""
"1069168556454900";"der wirklich schlimm sein der er von der Bürger wählen werden . eben da nur noch Deppe .";"public";"";"";""
"1064696100235479";"alle klar ich sein ein AntiFa . st ja auch nicht so -- dass ich einfach gegen ein rassistisch Gewaltregim sein bzw. gegen Patriotismus -- weil ich wissen -- wohin der führen Terror -- Gewalt -- reigen --. PURE DUMMHET und vielleicht endlich mal der Ausrottung der ganz Menschheit.";"public";"";"";""
"1065910730114016";"Geschult Deutschland.";"public";"";"";""
"1066215373416885";"vk.comstaalkopff Merkel sein nach Paris immer noch in Amt -- sie haben ein eujahresansprach halten . Ch haben voraussagen was dann passieren . es kommen immer noch Tausend nach Deutschland . täglich . von Maßnahme werden nur sprechen . . ein staatlich Ontrollgremium haben jetzt sogar Adminrechte bei Facebook -- und ihr alle nehmen der alle weiter und weiter hin . dabei geben es Alternative . Sonderschüler und ehemalig Stasi Ms regieren Deutschland -- und sie sehen jetzt sogar in eur persönlich Achrichte bei Facebook . und ihr alle nehmen der einfach hin . es sein nicht so der in Deutschland der Staat oder der Politik versagen . es sein so -- dass der Bürger total versagen . wie armselig . und nach der getürkt Wahl -- denn der müssen sie machen werden wahrscheinlich auch gar nichts passieren geben in Zukunft. niemand anderer mehr. der Schuld -- wenn in Deutschland alle der Bach runtergehen . Hr sein selber Schuld .";"public";"";"";""
"1065895950115494";"unfassbar .";"public";"";"";""
"1065837883454634";"CDUCSU. Wahlprogramm 2002. Deutschland muss Zuwanderung stark steuern und begrenzen als bisher . Zuwanderung können kein Ausweg aus der demografisch Veränderung in Deutschland sein . wir erteilen ein Ausweitung der Zuwanderung aus Drittstaat ein klar Absage -- denn sie werden der Ntegrationsfähigkeit unser Gesellschaft überfordern . Verstärkt Zuwanderung werden der innerer Frieden gefährden und radikal räft Vorschub leisten .";"public";"";"";""
"1065879573450465";"n Sachsen herrschen mehr politisch Bildung als in gesamt Gebiet der BRD GmbH -- nur in der Auge der Anderer -- der Falsch . wir haben aber der Bildung und der wissen der Wahrheit und nicht der Siegermächte . wir passen sich nicht der Dummheit anderer an . dass der Sachse nicht auf der opf fallen sein -- beweisen ja wiederum der neuster Pisa Studie -- der besagen ja viel -- wo und was an Bildung tun werden muss . dieser hängen vor alle damit zusammen -- dass in der alt ändern schon zu viel Bereicherer leben . und genau aus dieser Grund gehen wir auf der Straße -- wir lassen sich nicht verblöden -- Herr Thomas Rüger .";"individual";"";"";""
"1065828566788899";"wozu . n drei Jahr sein eh wieder alle hinfällig . weil dieser Einzeller der Gesetz buchstäblich auswürfeln . also WAYE.";"public";"";"";""
"1069216273116795";"Oh -- man der können ich sich nicht antun . solcher stark verlangsamt Vollpfosten machen mich aggressiv .";"public";"";"";""
"1069116746460081";"ein traurig Spiegelbild unser derzeitig Gesellschaft Aggressivität -- Unfähigkeit zu Ommunikation und allerort mangelnd Inderstube . darüber vergissen man fast der Mediokre Personal in einzelnen.";"public";"";"";""
"1065815780123511";"Latsche und nicken sein nur dann O -- wenn Haus von rechte brennen oder Polizeiwache .";"public";"";"";""
"1064681600236929";"der erster Weltkrieg 17 Million tote 2. der zweiter Weltkrieg 5055000000 tot 3. agasaki Atombombe 200.000 tote 4. der Rieg in Vietnam mehr als 5 Million tote 5. der Rieg in Bosnien osovo mehr als 500.000 tote 6. Rieg in Rak 1.200.000 Todesfall 7. Afghanistan -- Burma usw. du denken immer noch -- dass der Slam sein der Problem . und wenn zu ihnen sagen werden verursachen kein Orruption auf der Erde -- sagen sie wir sein Friedensmacher -- aber Reformer . 02.11.";"public";"";"";""
"1065795606792195";". dürfen man nicht klatschen . sein der ne Anweisung an der gutmensche und Bahnhofsklatscher -- bei brennend Haus ausnahmsweise mal nicht zu klatschen . Önnt ich ja verstehen -- dass der inzwischen -- so indoktrinieren wie der sein -- Anweisung zu verhalten brauchen.";"public";"";"";""
"1066088116762944";"Anemone Arnold da helfen nur Gespräch mit dieser Eut . icht nur fur dieser .";"individual";"";"";""
"1069201959784893";"der mit der mic.";"public";"";"";""
"1064397746931981";"[@LINK]";"public";"public";"";""
"1064396950265394";"Gerry Zuhlig -- sie sehen der richtig . gerade deswegen sein wir in Sachsen zwingen unser Gehirn zu benutzen . der Sachse heben aus jeder Schlamassel was machen -- sich durchgekämpfen . was uns nicht umbringen -- machen uns stark . und zu Trotz sowieso .";"individual";"";"";""
"1066763243362098";"Deutschland brauchen Persönlichkeit -- der man Vertrauen schenken können . der Volk -- wer uns repräsentieren nehmen niemand ernst und sein völlig unfähig .";"public";"";"";""
"1064392373599185";"eigentlich gehen der Arbeitgeber der politisch Aktivität der Arbeitnehmer nichts an . es sein ein Frechheit der der Arbeitgeber ein Vorschreibe wollen wie man zu denken haben . Ormalerweise können der Arbeitnehmer der Arbeitgeber verklagen -- wenn er ein ündigung bekommen nur wegen ein anderer politisch Ansicht .";"public";"";"";""
"1065970740108015";"Lamm heimlich liebkost. Richter der Antifa als modern Form zu Unterdrückung von Ritiker und andersdenkend.";"public";"";"";""
"1064953493543073";"wenn euen der keinerlei Ahnung von Wirtschaft -- Politik und Bildung haben über eben dieser diskutieren -- einfach zu gut Realsatire.";"public";"";"";""
"1065941433444279";"mehr politisch Schulbildung natürlich voll dafür . unser Politiker brauchen ganz dringend ein bischer Schulbildung . sehen unser beinahe Hilfsschüler -- und der anderer -- der nicht mal ihr Doktorarbeit selber schreiben können .";"public";"";"";""
"1066409293397493";"politisch Bildung rechtsextrem . Deutsche Sprak -- schwer Sprak .";"public";"";"";""
"1064426443595778";"Tilo Pusch. sie haben Recht -- und ich danken hnen -- für der Beratung . sowieso -- ich suchen nur deutsch Freund -- weil ich passen mit deutsche an . wir haben der gleich nteressen . gut acht .";"individual";"";"";""
"1069083516463404";"wenn so Politik von der grüne machen werden -- dann sein es auch kein Wunder der Deutschland der Bach runtergehen .";"public";"";"";""
"1068646263173796";"Ausländer haben hier kein Mitspracherecht .";"group";"";"";""
"1065798800125209";"genau weiter so.";"public";"";"";""
"1069102733128149";"der Grundgesetz sein der Verfassung.";"public";"";"";""
"1069119773126445";"Gerhardt Franke. der sein gut -- bei intrerview kommen mir der irgenwie bekiffen und verstrahlen vor.";"individual";"";"";""
"1066002896771466";"Laus. Aurin ichen ganz richtig . wir haben in der 70er Jahr schon ein rot Regierung -- der sich u. a. ein Schulreform aus der hohl Schädel drücken haben -- nach der man auch Abitur mit Religion und Sport als Prüfungsfach machen können . A -- merken einer was . so was können leicht als MathematikExperte in ein Talkshow sitzen .";"individual";"";"";""
"1069102703128152";". solcher Eute sein REGERUG .";"public";"";"";""
"1065820320123057";"Quatsch . der Volk brauchen der Wahrheit.";"public";"";"";""
"1065968536774902";"Gerhard . Frage sie mal ehemals Zuzügler aus der Westen -- der zu Wendezeit in Osten zu Schule gehen dürfen . sie sein leicht überfordern . .";"individual";"";"";""
"1069084159796673";"der Mann haben mich echt verwirren .";"public";"";"";""
"1065798570125232";"Wählt der Altpartei ab -- und zwar alle .";"public";"";"";""
"1064381280266961";"in mein Morgenland was glaubst du wo ich herkomm man . ich wollen n. freies demokratisch Deutschland ohne dich also verpis du dich . P.";"individual";"";"";""
"1064353070269782";"Fühlst du dich jetzt schlaucool .";"individual";"";"";""
"1065805093457913";"stimmen man wusste wie es funktionieren . machen ja heute noch vieler der in Westen wissen nämlich auch wie der gehen .";"public";"";"";""
"1069183226453433";"grün Deppe .";"public";"";"";""
"1064383026933453";"ganz einfach . Frau Angelika Honecker haben nicht mit der Widerstand in Sachsen rechnen . und der Sachse werden 2016,2017 wieder als Held in der Geschichte eingehen . Bestes Beispiel AfD.";"public";"";"";""
"1064394863598936";"Ch lieben unser Ossi . es sein unser Bruder und Schwester . sie haben Recht . gruss aus der Westen.";"public";"";"";""
"1065858670119222";"mal ein Anfrage an der Männlein in Rollstuhl senden .";"public";"";"";""
"1065821520122937";"Altersstarrsinn lässt grüßen .";"public";"";"";""
"1065830156788740";"[@LINK]";"public";"public";"";""
"1069082423130180";"der kommen E in Öffentlichen -- hab fast schon Mitleid mit der Retschmann aber nur fast.";"public";"";"";""
"1065809333457489";"der parlamentarisch Demokratie sein Maustod -- sie funktionieren nicht mehr und haben der letzter 25 Jahr nicht funktionieren -- weil von oben nach unter durchregieren werden -- ohne auf der Bürger Rücksicht zu nehmen . ein Herr Frank Richter Bundeszentrale für politisch Bildung Sache versuchen uns der Welt wieder zu erklären in Amen der CDU -- sein ja Lachhaft für einer der in der DDR auswachsen sein und zwei System kennenlernen haben . für wie Blöd halten der uns eigentlich . man haben wir es in der DDR ruhig muss man in Nachhinein sagen -- schauen euch um wohin der etabliert Partei der and bringen haben . wir werden unser Inder nicht so ein krank and hinterlassen -- der stehen fest -- egal mit welcher Mittel .";"public";"";"";""
"1065870063451416";"Herr Tillich der Wahrheit oder hr märch Politik . wenn es der Wahrheit sein immerzu -- aber ich lauben nicht der sie dieser wagen . und da ügen kurz Bein haben . übrigens auch damals in der DDR sein der Genosse als erster Rüber.";"individual";"";"";""
"1065825506789205";"der können ich so nicht bestätigen . hier sein vieler Rentner in der Altersgruppe -- der auf der Barrikade sein .";"public";"";"";""
"1065924640112625";"staatsbürgerkund 2.0 werden Pflicht für aller bis alt 95.";"public";"";"";""
"1065911530113936";"ja . der treffen genau der Agel auf der opf . der Ossi haben damals Aufbauhilfe für Angolaner -- Algerier -- Vietnamese und wer auch noch . wir haben lernen mit Ausländer umgehen und zusammenleben . aber der haben sich ordentlich verhalten -- bis auf der messerstechend Algerer . der anderer sein Lieb -- unauffällig und anpassen . sie fordern nichts und arbeiten in der Betrieb -- um zu Haus wissen weiterzugeben . aber was jetzt in and los sein -- sein falsch für der deutsch Bevölkerung und der Ossi sehen auf Grund ihr Geschichte sensibel hin . der haben ein anderer Gespür für Ungerechtigkeit und Unfähigkeit der Staatsoberhaupt .";"public";"";"";""
"1065803356791420";"aber man haben immer gut Zensur -- weil man genau wussten -- wer der von ein hören wollen D D D.";"public";"";"";""
"1065875780117511";"gerade wir Älteren haben lernen wie üge und Propaganda einherkommen . ink deen hören sich gut an -- besonders wenn man jung sein -- aber es sein uftschlöss .";"public";"";"";""
"1065833020121787";"Tillich.ich denken mal -- der Mann sein Bissel undurchsichtig . manchmal denken ich -- sein Gedanke sein anders als sein Wort . er sein schliesslich der einziger der der Arsch in der Hose haben zu sagen -- der Slam gehören nicht zu Sachsen . sicher haben man daraufhin in Berlin der Finger heben und sagen DU -- DU . seitdem äussern er sich inienkonform und in der vorgegeben Bandbreite . man können ihn auch als Wendehals bezeichnen . aber ein Hardliner -- so wie Fatima -- der Sonderschüler -- oder der Rottweiler sein er nicht .";"public";"";"";""
"1065902480114841";"sein der Hütte in Hintergrund -- mit der offen Dach -- ein politisch Zentrum oder ein Treffpunkt der linker Zeck . für dieser Versager sein doch dieser Appe an Zaun denken .";"public";"";"";""
"1065989990106090";"Gerhard Oller von der Bildung in der ehemalig DDR. kannsen du nur träumen -- ich haben sie auch genießen dürfen -- kein Vergleich zu heute .";"individual";"";"";""
"1069232566448499";"euer Stanislaw -- der alt Sorbe -- sein auch nicht viel gut . sein der nicht in der OstCDU -- der alt Blockflot .";"public";"";"";""
"1069092933129129";"der stimmen nicht . er bleiben bei sein inie . wenn der grüne nicht sein -- dann werden der in Bawü der absolut Mehrheit bekommen . zu Recht .";"public";"";"";""
"1065835756788180";"Aha . mehr politisch Bildung . alle klar . n welcher marod Schule und mit welcher ehrern sollen der geschehen . und dann noch ein paar Frage an sie -- Herr Ministerpräsident . warum unternehmen sie nichts gegen eklatant Gesetzesverstös wie illegal Grenzübertritt -- der aussetzen der Dublinverfahren -- der Verletzung der Schengeraume -- der Missbrauch der Asylrecht . dieser alle gehören zu hr politisch Verantwortung gegenüber hr Wählerschaft und der sächsisch Volk . was hindern sie daran -- hr Aufgabe pflichtbewusst umsetzen . vielleicht sein sie es -- der Achhilfe benötigen . Achhilfe in Rechtschaffenheit und Treue . n Demut vor der eigen Amtseid . aber dafür fehlen der gesamt Besetzung dieser Regierung oder Andtag bezeichnen Asperletheater . und mal so -- der Fisch stinken an opf zuerst . Ch haben einstmals Achtung vor hnen . dieser haben sich um drei Buchstabe vermehren . Verachtung .";"individual";"";"";""
"1065805330124556";"Gut Beispiel . der Gegenteil sein der Fall .";"public";"";"";""
"1064406963597726";"der Sachse sein unser Hoffnung . .";"public";"";"";""
"1069103473128075";"denn inks sein dort -- wo der Herz sein .";"public";"";"";""
"1064392050265884";"haben ihr euch schon mal der Asylpaket 2 durchgelesen auf der SPD Seite . der wollen der and locker mit 6 Million in der Hauptsache Muslim fluen . Respekt. der kosten der Arbeitnehmer und Arbeitnehmerin locker ein zweistellig Milliardenbetrag pro Jahr . da der meister Flüchtling ihr Familie nachholen können -- können man der Zahl -- der da sein locker mit 36 Multipliziere . n zentral Frage der deutsch Flu.chtlingspolitik werden mit der zweiter Asylpaket fu.r mehr larheit und Ordnung sorgen . damit sein auch der Weg frei. fu.r ein umfassend Ntegrationspaket . Dafu.r haben der SPD sorgen . der ompromiss zu Asylpaket Flu.chtlinge -- der Asyl erhalten oder Schutz nach der Genfer Flu.chtlingskonvention genießen -- ko.nnen ihr Familie weiterhin nachholen . der treffen fu.r der meister Flu.chtling in Deutschland zu . Fu.r Flu.chtlinge -- der nur sogenannter subsidia.r Schutz bekommen -- werden der Familiennachzug aussetzen . dieser Beschra.nkung la.uft aber nach zwei Jahr automatisch aus . wenn ku.nftig Flu.chtlinge u.b fest Ontingente nach Europa kommen -- stehen bei uns Familie in Mittelpunkt . denn der Angeho.rigen von Flu.chtling -- der bereits bei uns Schutz finden haben -- werden vorrangig beru.cksichtigt . der sein wichtig fu.r. ein gut und schnell Ntegration . der SPD haben ein wichtig Forderung durchsetzen. jung Flu.chtlinge -- der in Deutschland ein Ausbildung machen -- du.rfen nach der ehr zwei Jahr in Deutschland arbeiten . und zwar unabha.ngig von ihr Aufenthaltsstatus . der sein existenziell fu.r der Ntegration -- denn es geben jung Mensch ein Perspektive . der na.chst Schritt der sein unser Plan fu.r ein schnell und gut Ntegration deutlich mehr bezahlbar Wohnung schaffen fu.r alle . 350.000 jeder Jahr . 80.000. zusa.tzliche ItaPla.tz und 20.000. zusa.tzliche Stelle. fu.r. Erzieherinnen und Erzieher . mehr Ganztagsschule 25.000 ehrkra.fte zusa.tzlich und mehr Schulsozialarbeiterin und sozialarbeit . mehr Sicherheit. fu.r aller insgesamt 12.000 Polizistinn und Polizist zusa.tzlich bei Bund und a.ndern .";"public";"";"";""
"1069070266464729";"Muss abschalten -- bekommen Brechreitz -- bei Anblick .";"public";"";"";""
"1065804703457952";"tillich leben noch in sein Zeit damals . mit so ein Vergangenheit werden ich ganz still sein .";"public";"";"";""
"1066461166725639";"sozialismusSpolitisch Missbildung . Hirnkontamination .";"public";"";"";""
"1064488003589622";"Bernd Arnold Hallo Bernd -- hättesen mich an anklicken können. -- da können man auch antworten . Anonym sein Mist . ch sein und sein auch Parteilos . was hier mit uns -- der Volk machen werden -- sein auch wahr und ein Schande . der sein richtig und Gut -- was du machen -- jeder Montag zu Demo gehen . der Unterschied sein -- du sein in der Masse -- und ich in mein Auto allein . Ch machen auch ein Demo -- Verfolgen wir nicht der gleich Ziel . Ch muss da nicht in Deine Chronik schaun -- ich denken -- wir sein ein Meinung . der Arzt lassen lieber weg -- du schadest nur der Sache . Ps. es gehen nicht persönlich gegen dich -- dein Artikel passen nur am gut zu mein Artikel . Entschuldige . sein Blöd von mir -- der bei Dir hereinzusetzen .";"individual";"";"";""
"1065811160123973";"Laus. Aurin sie wohnen glauben in der alt Bundesland sein in der Gewerkschaft und trotzdem so mutig ihr Meinung zu sagen . da sagen ich nur Respekt .";"individual";"";"";""
"1065845306787225";"Sachsen -- ihr sein der Hoffnung Deutschland und der Speerspitze der Widerstand -- der durch EU nur wachsen werden .";"group";"";"";""
"1069207073117715";"da haben Merkel aber immer sehr wohlwollende nterviewer -- sie werden sonst auch so ein erbärmlich Eistung abliefern .";"public";"";"";""
"1064377963600626";"Brahim Mamur Haha -- sehr gut der Foto von Glatzkopf -- der Schatzinsel -- hab der DVD . D.";"individual";"";"";""
"1065897560115333";"Georg Sievers der Zeit werden es bringen . wenn wir alle noch Zeit haben . denn momentan stehen der Weltfriede mal wieder gehörig auf der Ippe .";"individual";"";"";""
"1065832336788522";"Zwangsrotlichtbehandlung .";"public";"";"";""
"1065860460119043";"ach inks. grün Gehirnwäsch nennen man heute also politisch Schulbildung . Lol.";"public";"";"";""
"1069097783128644";"was sein der nur für ein grün Bundesland -- etwa ein Studentenhochburg -- der der Volk unterdrücken .";"public";"";"";""
"1064461220258967";"Aßt euch nicht beirren . der Sachse sein schon immer der beste .";"public";"";"";""
"1065829336788822";"wenn unser and bald brennen -- dürfen man auch nicht klatschen . st es denn beweisen -- dass es Brandstiftung sein .";"public";"";"";""
"1064883126883443";"gut dass es sie geben -- dieser Sachse . Danke .";"public";"";"";""
"1069230189782070";"Gros isen mit inks zu Wahlfälschunge. etc. Achja man sein jetzt schon Rechtsradikal -- wenn man ein Wahl beobachten wollen.";"public";"";"";""
"1064369770268112";"es werden vertuschen und gelogen . Polizei und ügenpressen Hand in Hand .";"public";"";"";""
"1069072956464460";"Schlängel und winden aber unter Strich nur Müll . Widerspruch ohne Ende -- der sollen ein Ministerpräsident sein .";"public";"";"";""
"1065860843452338";"Sachsen brauchen weniger illegal Abfall.";"public";"";"";""
"1065837603454662";"und Merkel schaft der auch hier -- teil und Herrsche . wir können nicht mal hier der Vorurteil ablegen -- Ost gegen West werden immer noch mit Hingabe praktizieren . Denkt dran -- nur gemeinsam sein wir stark .";"public";"";"";""
"1065259763512446";"Finden ich klassen .";"public";"";"";""
"1065868406784915";"ja ja -- politisch Bildung -- Demokratie . sollen auf der Stundenplan . ein Staat -- der sein jung Staatsbürger -- sein Inder indoktrinieren -- haben letztlich der Recht verwirken sich ein pluralistisch -- freiheitlichdemokratisch Rechtsstaat zu nennen . hier werden der Boden zu Scharia bereiten .";"public";"";"";""
"1069092659795823";"und so einer regieren hier bei uns . Ausserdem wollen Retschmann ja auch noch 20 000 bereits abgelehnt Asylant hier behalten . unfassbar . deshalb an 13. März Zeit für Veränderung -- Zeit für AfD.";"public";"";"";""
"1066461813392241";"Gisela Friebe. Auswendigpauke der StalinGesamtausgabe .";"individual";"";"";""
"1069102346461521";"Retschmann finden der Art der nterviews ungewöhnlich ja na sicher -- normal sticheln der Journalist nur bei der AfD.";"public";"";"";""
"1069217783116644";"Achtjacke .";"public";"";"";""
"1069103113128111";"[@LINK]";"public";"public";"";""
"1065834536788302";"na der fehlen noch -- vielleicht noch Staatsbürgerkunde . Gab lange genug -- dieser Gehirnwäsch .";"public";"";"";""
"1064379386933817";"wenn ich sich nicht ganz täusch -- nennen der alt Römer der Gebiet -- der sie aufgrund der Widerstand und ampfkraft der einheimische nicht erobern können -- Germania Magna.";"public";"";"";""
"1065801736791582";"absolut richtig was da passieren . .von. Politiker kommen nichts und von der kriminell Asylant genug .";"public";"";"";""
"1069095506462205";"Geben er ihm ein wenig Crystal Meth.";"public";"";"";""
"1064697370235352";"aber bestimmt kennen ihr Deppe nicht einmal der Kategorische mperativ . Ahnung von 2. Weltkrieg oder wie es dazu kommen -- können man hier wohl auch nich voraussetzen . ihr wissen gar nicht -- was ihr tun.";"group";"";"";""
"1064364873601935";"Alan evy -- mach es einfach und du siehen -- es sein kein dumme.";"individual";"";"";""
"1065977723440650";"Frank Geißler. aber ich muss doch sehr bitten -- ich sein auch Rentnerin -- 65 Jahr und ich leiden keineswegs unter Altersstarsinn . mein Freund -- wirf mal nicht aller Rentner in ein Topf. ich wissen sehr wohl . was für ein unglaublich Rechtsbruch von unser Politbüro begehen werden und es sein bei weit mehr Rentner -- der der auch genau wissen -- als du glaubst . also zügel Deine Wort.";"individual";"";"";""
